eprtr_facility_id,eprtr_facility_name,eprtr_country,eprtr_activity,activity_label,eta,substitutable_TJ,heat_demand_TJ,note,routing_mode
NO.EEA/0805.0028.01.FACILITY,Norcem Brevik,Norway,3(c)(i),Glass,,,,no LCP data,
PL.MŚ/000001942.FACILITY,Terminal LNG,Poland,1(c),EXCLUDE — power stations,,,,no LCP data,
CH.CAED/000000179.Facility,Vigier Cement AG,Switzerland,3(c)(i),Glass,,,,no LCP data,
CH.CAED/000000177.Facility,Jura Cement Fabriken,Switzerland,3(c)(i),Glass,,,,no LCP data,
IT.CAED/960101002.FACILITY,ISAB S.r.l.-IGCC,Italy,1(c),EXCLUDE — power stations,0.0,8884.65,0.0,,tech_split
DK.CAED/000104651.FACILITY,INEOS E&P A/S - Siri,Denmark,1(c),EXCLUDE — power stations,,,,no LCP data,
ES.CAED/001760000.FACILITY,"CEMENTOS PORTLAND VALDERRIVAS, S.A.-FABRICA CEMENTO",Spain,3(c)(i),Glass,,,,no LCP data,
CZ.MZP.T806/CZ51473353.FACILITY,Elektrárna Třebovice,Czechia,1(c),EXCLUDE — power stations,0.0,8789.15,0.0,,tech_split
CZ.MZP.Z724/CZ15297397.FACILITY,Teplárna Zlín s.r.o.,Czechia,1(c),EXCLUDE — power stations,0.0,2506.99,0.0,,tech_split
SK.EEA/37068103.FACILITY,"Bratislavská teplárenská, a.s. - Tepláreň Východ",Slovakia,1(c),EXCLUDE — power stations,0.0,4504.86,0.0,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-711000-700-0297171,MVA Bielefeld-Herford GmbH,Germany,5(b),Municipal waste incineration (WtE),,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-315000-300-0923949,RheinEnergie AG,Germany,1(c),EXCLUDE — power stations,0.0,2997.11,0.0,,tech_split
NO.EEA/0814.0017.01.FACILITY,"Inovyn Norge AS, klor/VCM fabrikken, Rafnes",Norway,4(a)(vi),Basic organic chemicals / olefins,,,,no LCP data,
https://registry.gdi-de.org/id/de.sh/10000385,Covestro Deutschland AG ,Germany,4(b)(i),Basic inorganic chemicals / fertiliser,0.75,1363.0,727.84,,tech_split
FR.CAED/11460.FACILITY,EDF PRODUCTION ELECTRIQUE INSULAIRE SAS,France,1(c),EXCLUDE — power stations,0.0,10123.64,0.0,,tech_split
https://registry.gdi-de.org/id/de.bw.lubw.inspire.pf/pf-450-1020129-00000000,EnBW HKW Heilbronn ,Germany,1(c),EXCLUDE — power stations,0.0,8500.0,0.0,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-978024-900-9000377,INNOVATHERM -Ges.zur innovativen Nu tzung v.Brennstoffen,Germany,5(a),Hazardous waste disposal,1.0,22639.09,18573.76,,fuel_routing
UK.CAED/EW_EA-2700.FACILITY,Greatham Works EPR/TP3532PK,United Kingdom,4(b),Basic inorganic chemicals / fertiliser,0.75,1060.0,566.04,,tech_split
GB.EEA/Scotland-135.FACILITY,Inverurie Paper Mill,United Kingdom,6(b),Wood products / panels,,,,no LCP data,
RO.EEA/RO1BC_11.FACILITY,SC RAFO SA,Romania,1(a),Petroleum refineries,,,,no LCP data,
DE.EEA/07-05-8785447.FACILITY,BASF Power GmbH & Co. KG,Germany,1(c),EXCLUDE — power stations,0.0,27793.21,0.0,,tech_split
RO.CAED/104BB0001.FACILITY,SC ELECTROCENTRALE BUCURESTI SA - Cet Grozavesti,Romania,1(c),EXCLUDE — power stations,0.0,2402.94,0.0,,tech_split
AT.CAED/9008391215769.FACILITY,Heinzel Steyrermühl Energie GmbH,Austria,5(b),Municipal waste incineration (WtE),1.0,112.84,95.91,,fuel_routing
DK.CAED/000106359.FACILITY,"Danish Crown A/S, Blans",Denmark,8(a),unmapped,,,,activity not in config,
CZ.MZP.M714/CZ44196175.FACILITY,"Cement Hranice, akciová společnost",Czechia,3(c)(i),Glass,,,,no LCP data,
CZ.MZP.Z723/CZ92460364.FACILITY,CS CABOT,Czechia,4(b)(v),Basic inorganic chemicals / fertiliser,0.75,877.3,468.48,,tech_split
HU.EEA/100874043.FACILITY,Robert Bosch Power Tool Kft.,Hungary,2(f),Non-ferrous (secondary),,,,no LCP data,
SE.CAED/10024886.Facility,LKAB - Svappavaaragruvan Leveäniemi,Sweden,2(a),Metal ore roasting/sintering,,,,no LCP data,
UK.CAED/BEISOffsh-Balmoral.FACILITY,Balmoral FPV,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
EE.KAUR.TTR/67.FACILITY,"Kunda Nordic Tsement AS, Kunda tsemenditehas",Estonia,3(c)(i),Glass,,,,no LCP data,
BE.WA/028010000.FACILITY,HOLCIM Belgique - Usine d'OBOURG,Belgium,3(c)(i),Glass,,,,no LCP data,
IT.CAED/120392002.FACILITY,SMURFIT KAPPA CARTIERA DI VERZUOLO SRL,Italy,1(c),EXCLUDE — power stations,0.0,3626.1,0.0,,tech_split
CH.CAED/000000280.Facility,VfA Buchs,Switzerland,5(b),Municipal waste incineration (WtE),,,,no LCP data,
LU.CAED/000055000.FACILITY,Kronospan Energy s.a.,Luxembourg,5(a),Hazardous waste disposal,,,,no LCP data,
IT.EEA/2007000164.FACILITY,Cementeria di Vibo Valentia,Italy,3(c)(i),Glass,,,,no LCP data,
FR.CAED/330.FACILITY,TEREOS STARCH & SWEETENERS EUROPE,France,8(b)(ii),Sugar production,1.0,1130.72,763.24,,tech_split
CZ.MZP.U423/CZ47356419.FACILITY,"Holcim (Česko), a.s.",Czechia,3(c)(i),Glass,,,,no LCP data,
IT.CAED/341451001.FACILITY,Acciaieria Arvedi S.p.A. ,Italy,1(c),EXCLUDE — power stations,0.0,525.4,0.0,,tech_split
PT.CAED/PT.APA05771482.CI,Central Termoeléctrica do Carregado (CI),Portugal,1(c),EXCLUDE — power stations,0.0,571.6,0.0,,tech_split
EE.KAUR.TTR/75.FACILITY,"Enefit Power AS, Eesti elektrijaam",Estonia,1(c),EXCLUDE — power stations,0.0,5500.4,0.0,,tech_split
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/16018080,EEW Energy from Waste Premnitz GmbH,Germany,5(b),Municipal waste incineration (WtE),,,,no LCP data,
ES.CAED/010549000.FACILITY,PLANTA DE DESTILACIÓN DE ALCOHOL,Spain,1(c),EXCLUDE — power stations,,,,no LCP data,
UK.CAED/BEISOffsh-Lomond.FACILITY,Lomond,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100215001.ProductionFacility,"Vantaan Energia Oy, Jätevoimala",Finland,5(b),Municipal waste incineration (WtE),1.0,3849.6,3157.92,,fuel_routing
FR.CAED/10775.FACILITY,AGC GLASS FRANCE,France,3(e),Mineral fibres,,,,no LCP data,
GB.EEA/EW_EA-360.FACILITY,Hope Works,United Kingdom,3(c),Glass,,,,no LCP data,
UK.CAED/BEISOffsh-Tern-Alpha.FACILITY,Tern Alpha,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
BG.CAED/001000013.FACILITY,Landfill of the Razlog municipality,Bulgaria,5(d),Landfill / other waste,,,,no LCP data,
GB.EEA/EW_EA-2319.FACILITY,"Rwe Npower Plc, Fawley Power Station",United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
HU.EEA/100327376.FACILITY,AES Borsodi Energetikai Kft.,Hungary,1(c),EXCLUDE — power stations,,,,no LCP data,
ES.CAED/001506000.FACILITY,"FERROATLANTICA DEL CINCA, S.L.",Spain,2(e)(i),Non-ferrous (primary),,,,no LCP data,
UK.CAED/BEISOffsh-Kittiwake-Alpha.FACILITY,Kittiwake Alpha,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
IT.CAED/570171001.FACILITY,Eni S.p.A. Raffineria di Livorno,Italy,1(a),Petroleum refineries,1.0,2717.73,2099.45,,tech_split
IT.CAED/000342001.FACILITY,Heidelberg Materials Italia Cementi S.p.A. (ex ITALCEMENTI SPA),Italy,3(c),Glass,,,,no LCP data,
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00860,"DS Smith Paper Deutschland GmbH, Werk Aschaffenburg",Germany,6(b),Wood products / panels,1.0,2665.46,1896.48,,tech_split
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001862.ProductionFacility,"Fortum Power and Heat Oy, Meri-Porin voimalaitos",Finland,1(c),EXCLUDE — power stations,0.0,254.9,0.0,,tech_split
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00842,"GKS, Müllheizkraftwerk Schweinfurt",Germany,1(c),EXCLUDE — power stations,0.0,925.87,0.0,,tech_split
GB.EEA/DECCOffsh-Brent-Delta.FACILITY,Brent Delta,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000113.FACILITY,INEOS OXIDE UTILITIES,Belgium,1(c),EXCLUDE — power stations,0.0,218.59,0.0,,tech_split
https://registry.gdi-de.org/id/de.sh/50080603,SWN Stadtwerke Neumünster GmbH ,Germany,5(b),Municipal waste incineration (WtE),1.0,393.72,334.66,,fuel_routing
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001262.ProductionFacility,"Savon Voima Oyj, Joensuun voimalaitos",Finland,1(c),EXCLUDE — power stations,0.0,335.6,0.0,,tech_split
NO.EEA/1824.0013.01.FACILITY,Alcoa Mosjøen,Norway,2(e)(i),Non-ferrous (primary),,,,no LCP data,
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/100205,Ilsenburger Grobblech GmbH ,Germany,2(c)(i),"Hot/cold rolling, coating",,,,no LCP data,
SE.CAED/10014449.Facility,"Boländeranläggningarna, Kraftvärmeverket o Bolandv",Sweden,1(c),EXCLUDE — power stations,0.0,1.8,0.0,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-162004-300-9046923,CURRENTA GmbH & Co. OHG,Germany,1(c),EXCLUDE — power stations,0.0,5412.93,0.0,,tech_split
NL.EEA/64735.FACILITY,AGC Flatglass Nederland BV,Netherlands,3(e),Mineral fibres,,,,no LCP data,
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000169.FACILITY,TotalEnergies Refinery Antwerp,Belgium,1(a),Petroleum refineries,,,,no LCP data,
PL.MŚ/000000517.FACILITY,Tłocznia i Pomiarownia Gazu Kondratki,Poland,1(c),EXCLUDE — power stations,,,,no LCP data,
ES.CAED/001915000.FACILITY,TUDELA VEGUÍN - FÁBRICA DE CEMENTOS DE ABOÑO,Spain,3(c)(i),Glass,0.95,324.96,166.09,,tech_split
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00600,"Heidelberg Materials AG, Zementwerk Burglengenfeld",Germany,3(c)(i),Glass,,,,no LCP data,
FR.CAED/5704.FACILITY,CERDIA FRANCE SAS,France,4(b)(ii),Basic inorganic chemicals / fertiliser,0.75,955.58,510.28,,tech_split
UK.CAED/EW_EA-811.FACILITY,Teeside Integrated Iron & Steelworks EPR/JP3638HM,United Kingdom,2(b),Iron & Steel (BF/BOF),,,,no LCP data,
MT.ERA/000000017.FACILITY,Marsa Power Station,Malta,1(c),EXCLUDE — power stations,0.0,6.01,0.0,,tech_split
FR.CAED/12029.FACILITY,ELECTRICITE DE FRANCE,France,1(c),EXCLUDE — power stations,0.0,3332.57,0.0,,tech_split
SE.CAED/10024476.Facility,LKAB - Malmbergsgruvan,Sweden,2(a),Metal ore roasting/sintering,,,,no LCP data,
EE.KAUR.TTR/125.FACILITY,"Gren Tartu AS, Gren Anne tootmisüksus",Estonia,1(c),EXCLUDE — power stations,0.0,37.77,0.0,,tech_split
BE.WA/113010000.FACILITY,ELECTRABEL - CENTRALE DES AWIRS,Belgium,1(c),EXCLUDE — power stations,,,,no LCP data,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002674.ProductionFacility,"Kumpuniemen Voima Oy, Voimalaitos",Finland,1(c),EXCLUDE — power stations,,,,no LCP data,
UK.CAED/EW_EA-16599.FACILITY,Bolton Thermal Recovery Facility,United Kingdom,5(b),Municipal waste incineration (WtE),,,,no LCP data,
DE.EEA/03-06-06254353820.FACILITY,Statkraft Markets GmbH Kraftwerk Robert Frank,Germany,1(c),EXCLUDE — power stations,,,,no LCP data,
GB.EEA/EW_EA-7541.FACILITY,"Uk Coal Mining Ltd, Cutacre Reclamation",United Kingdom,3(a),Cement clinker,,,,no LCP data,
https://registry.gdi-de.org/id/de.he.0945.de7.pf.eu_industrie/30000936,BKF I - Biomasse-Kraftwerk Fechenheim GmbH ,Germany,5(a),Hazardous waste disposal,1.0,38.29,32.55,,fuel_routing
ES.CAED/008700000.FACILITY,INDUSTRIAS DEL TABLERO S.A. (INTASA),Spain,1(c),EXCLUDE — power stations,,,,no LCP data,
UK.LAED/E89_143.FACILITY,Ardagh Glass Doncaster,United Kingdom,3(e),Mineral fibres,,,,no LCP data,
ES.EEA/1494.FACILITY,"CEMEX ESPAÑA OPERACIONES, S.L.U.",Spain,3(c)(i),Glass,,,,no LCP data,
PL.MŚ/000000741.FACILITY,GUARDIAN CZĘSTOCHOWA Sp. z o. o.,Poland,3(e),Mineral fibres,,,,no LCP data,
FR.CAED/771.FACILITY,EGGER PANNEAUX ET DECORS,France,6(b),Wood products / panels,1.0,35.1,24.97,,tech_split
ES.CAED/000711000.FACILITY,SERVIKER 1,Spain,3(g),unmapped,,,,activity not in config,
NO.EEA/0000.0090.01.FACILITY,Goliat,Norway,3(a),Cement clinker,,,,no LCP data,
RO.CAED/108BV0001.FACILITY,SC ROMCIM SA punct de lucru Hoghiz,Romania,3(c)(i),Glass,,,,no LCP data,
RO.CAED/101NT0001.FACILITY,SC ARCELORMITTAL TUBULAR PRODUCTS ROMAN SA,Romania,2(c)(i),"Hot/cold rolling, coating",,,,no LCP data,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000011204.ProductionFacility,"Adven Oy, LK174 Hangon kattilalaitos Genencor International Oy:n tehdasalueella ",Finland,1(c),EXCLUDE — power stations,,,,no LCP data,
IT.CAED/360153201.FACILITY,Impianto di termovalorizzazione dei rifiuti,Italy,5(b),Municipal waste incineration (WtE),,,,no LCP data,
EL.CAED/100078.FACILITY,"HERACLES G.C.Co, MILAKI PLANT",Greece,3(c)(i),Glass,,,,no LCP data,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001431.ProductionFacility,"PVO-Lämpövoima Oy, Kristiinan voimalaitos",Finland,1(c),EXCLUDE — power stations,,,,no LCP data,
UK.CAED/BEISOffsh-Montrose-Alpha.FACILITY,Montrose Alpha,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
PT.CAED/PT.APA05765022.CI,S. Pedro da Cova (CI),Portugal,2(f),Non-ferrous (secondary),,,,no LCP data,
https://registry.gdi-de.org/id/de.ni.mu/06063351970,Statkraft Markets GmbH (Biomasseheizkraftwerk),Germany,5(a),Hazardous waste disposal,,,,no LCP data,
NO.EEA/0805.0039.01.FACILITY,"Yara Norge, Yara Porsgrunn",Norway,4(c),"Other chemicals (P, N, agro)",,,,no LCP data,
SE.CAED/10017854.Facility,Filborna Kraftvärmeverk,Sweden,5(b),Municipal waste incineration (WtE),,,,no LCP data,
FR.CAED/5952.FACILITY,VICAT,France,3(c)(i),Glass,,,,no LCP data,
ES.CAED/002468000.FACILITY,TARRAGONA POWER,Spain,1(c),EXCLUDE — power stations,0.0,3019.15,0.0,,tech_split
https://registry.gdi-de.org/id/de.ni.mu/04000025140,Klingele Paper Weener SE & Co. KG Kraftwerk,Germany,5(b),Municipal waste incineration (WtE),,,,no LCP data,
DK.CAED/000106351.FACILITY,Sonoco Skjern ApS,Denmark,6(b),Wood products / panels,,,,no LCP data,
PL.EEA/06K000099.FACILITY,Energomedia Sp. z o.o.,Poland,1(c),EXCLUDE — power stations,0.0,859.3,0.0,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-112000-100-0888309,Venator Germany GmbH,Germany,4(b)(v),Basic inorganic chemicals / fertiliser,0.75,866.2,462.55,,tech_split
BE.WA/226010000.FACILITY,DEQUENNE CHIMIE ,Belgium,4(b)(v),Basic inorganic chemicals / fertiliser,,,,no LCP data,
NL.RIVM/000010061.FACILITY,Esso Nederland BV (Raffinaderij Rotterdam),Netherlands,1(a),Petroleum refineries,1.0,1426.32,1101.83,,tech_split
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001348.ProductionFacility,"Metsä Fibre Oy, Puunjalostusteollisuus",Finland,6(a),Pulp & paper,,,,no LCP data,
UK.CAED/BEISOffsh-Tiffany.FACILITY,Tiffany,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
UK.CAED/BEISOffsh-Northern-Producer.FACILITY,Northern Producer,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/100035,Heizkraftwerk Halle-Trotha ,Germany,1(c),EXCLUDE — power stations,0.0,1299.17,0.0,,tech_split
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00400,"RW silicium GmbH, Werk Pocking",Germany,2(e)(i),Non-ferrous (primary),,,,no LCP data,
UK.CAED/BEISOffsh-Elgin-PUQ.FACILITY,Elgin-PUQ,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
UK.CAED/EW_EA-2848.FACILITY,Knapton Generating Station EPR/HP3038LA,United Kingdom,1(c),EXCLUDE — power stations,0.0,100.0,0.0,,tech_split
BE.BRU/100010004.FACILITY,BRUXELLES ENERGIE,Belgium,5(b),Municipal waste incineration (WtE),,,,no LCP data,
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/101422,CIECH Soda Deutschland GmbH & Co. KG ,Germany,4(b)(iv),Basic inorganic chemicals / fertiliser,0.75,5925.27,3164.1,,tech_split
https://registry.gdi-de.org/id/de.ni.mu/09281566110,Uniper Kraftwerke GmbH Kraftwerk Wilhelmshaven,Germany,1(c),EXCLUDE — power stations,,,,no LCP data,
RO.CAED/103VL0001.FACILITY,UZINELE SODICE GOVORA - CIECH CHEMICAL GROUP SA,Romania,4(b)(iv),Basic inorganic chemicals / fertiliser,0.75,58.42,31.2,,tech_split
https://registry.gdi-de.org/id/de.hb/de.hb.pf.bube-eureg.06-04-11/2001178/8/2,ArcelorMittal Bremen GmbH,Germany,1(c),EXCLUDE — power stations,0.0,625.21,0.0,,tech_split
IT.CAED/600151001.FACILITY,api Raffineria di Ancona spa,Italy,1(a),Petroleum refineries,,,,no LCP data,
CZ.MZP.U423/CZ63876696.FACILITY,Mondi Štětí a.s. - Celulozka,Czechia,6(a),Pulp & paper,1.0,3236.74,2757.7,,tech_split
https://registry.gdi-de.org/id/de.rp.inspire.pf.bube-eureg/5000671,BASF SE,Germany,4(a)(ii),Basic organic chemicals / olefins,1.0,2346.37,1712.85,,tech_split
PL.MŚ/000000138.FACILITY,Arctic Paper Kostrzyn S.A.,Poland,6(b),Wood products / panels,1.0,3194.7,2273.03,,tech_split
SE.CAED/10014983.Facility,Kraftvärmeverket i Linköping,Sweden,1(c),EXCLUDE — power stations,,,,no LCP data,
FR.CAED/5988.FACILITY,COMMUNAUTE DE COMMUNES DE L ARC MOSELLAN,France,5(c),Non-hazardous waste disposal,,,,no LCP data,
PL.MŚ/000000643.FACILITY,Miejskie Przedsiębiorstwo Energetyki Cieplnej Spółka z o.o.,Poland,1(c),EXCLUDE — power stations,0.0,1423.3,0.0,,tech_split
DE.EEA/14-30-00009560000.FACILITY,Vattenfall Europe Generation AG & Co. KG Kraftwerk Lippendorf,Germany,1(c),EXCLUDE — power stations,0.0,177.0,0.0,,tech_split
IT.EEA/2007001869.FACILITY,Nuova Terni Industrie Chimiche SpA,Italy,4(b)(i),Basic inorganic chemicals / fertiliser,,,,no LCP data,
PT.CAED/PT.APA05772242.CI,"Luso Finsa - Indústria e Comércio de Madeiras, S.A. (CI)",Portugal,6(b),Wood products / panels,,,,no LCP data,
DK.CAED/000199288.FACILITY,Kredsløb Halmenergi A/S,Denmark,1(c),EXCLUDE — power stations,,,,no LCP data,
UK.CAED/BEISOffsh-Tartan-Alpha.FACILITY,Tartan Alpha,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.sn.sax4inspire.pf/70015911,Wacker Chemie AG ,Germany,4(a)(vii),Basic organic chemicals / olefins,1.0,1054.2,769.57,,tech_split
UK.SEPA/200001696.Facility,"Bathgate Compressor Station, Falkirk",United Kingdom,1(c),EXCLUDE — power stations,0.0,719.0,0.0,,tech_split
UK.LAED/E31_114.FACILITY,Omega Proteins Ltd,United Kingdom,5(e),unmapped,,,,activity not in config,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-315000-300-0370387,RheinEnergie AG (GuD-Heizkraftwerk Niehl),Germany,1(c),EXCLUDE — power stations,0.0,20519.95,0.0,,tech_split
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000503.FACILITY,IPPAS INVEST,Belgium,6(b),Wood products / panels,,,,no LCP data,
EE.KAUR.TTR/13.FACILITY,"Gren Viru AS, Ahtme tipu- ja reservkatlamaja",Estonia,1(c),EXCLUDE — power stations,0.0,36.2,0.0,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-562014-500-0342669,Uniper Dampfwerk Zweckel,Germany,1(c),EXCLUDE — power stations,0.0,427.46,0.0,,tech_split
LV.LVGMC.PRTR/953592.Facility,"SIA “KRONOSPAN Riga""",Latvia,6(b),Wood products / panels,,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-562020-500-0414594,AGR mbH,Germany,5(b),Municipal waste incineration (WtE),,,,no LCP data,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001216.ProductionFacility,"Loimua Oy, Vanajan voimalaitos, Hämeenlinna",Finland,1(c),EXCLUDE — power stations,0.0,45.28,0.0,,tech_split
CH.CAED/000000094.Facility,Sihl AG,Switzerland,9(c),Tanning / other,,,,no LCP data,
ES.CAED/001986000.FACILITY,CENTRAL TÉRMICA JINÁMAR,Spain,1(c),EXCLUDE — power stations,0.0,1424.73,0.0,,tech_split
NL.RIVM/000104710.FACILITY,ESD-SIC BV,Netherlands,4(b)(v),Basic inorganic chemicals / fertiliser,,,,no LCP data,
DK.EEA/1516.FACILITY,Nordjyllandsværket,Denmark,1(c),EXCLUDE — power stations,0.0,8344.14,0.0,,tech_split
RO.CAED/102TL0001.FACILITY,SC ALUM SA,Romania,4(b)(v),Basic inorganic chemicals / fertiliser,,,,no LCP data,
https://registry.gdi-de.org/id/de.ni.mu/04224004080,Statkraft Markets GmbH Kraftwerk Emden (Block 4),Germany,1(c),EXCLUDE — power stations,0.0,15.42,0.0,,tech_split
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S12167,Sustainable Energy Aschaffenburg GmbH,Germany,1(c),EXCLUDE — power stations,0.0,2665.46,0.0,,tech_split
NL.RIVM/000000151.FACILITY,O-I Netherlands BV (Maastricht),Netherlands,3(e),Mineral fibres,0.95,1566.24,1049.73,,tech_split
DE.EEA/14-10-98211930000.FACILITY,Sustec Schwarze Pumpe GmbH,Germany,4(a)(ii),Basic organic chemicals / olefins,1.0,184.04,134.35,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-315000-300-0214067,Orion Engineered Carbons GmbH Werk Kalscheuren,Germany,4(b)(v),Basic inorganic chemicals / fertiliser,,,,no LCP data,
RO.CAED/101CT0002.FACILITY,SC ROMPETROL RAFINARE SA - punct de lucru Rompetrol Rafinare - Navodari,Romania,1(a),Petroleum refineries,,,,no LCP data,
IT.CAED/250182006.FACILITY,UNITA' PRODUTTIVA DI MONTICHIARI,Italy,3(c),Glass,,,,no LCP data,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001131.ProductionFacility,"NordFuel Oy, Haapaveden voimalaitos",Finland,1(c),EXCLUDE — power stations,,,,no LCP data,
UK.CAED/BEISOffsh-Ninian-Southern.FACILITY,Ninian Southern,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
EE.KAUR.TTR/93.FACILITY,"Skano Fibreboard OÜ, Pärnu ehitusmaterjalide divisjon",Estonia,6(b),Wood products / panels,,,,no LCP data,
GB.EEA/EW_EA-10056.FACILITY,"UK Coal Mining Ltd, Long Moor",United Kingdom,3(a),Cement clinker,,,,no LCP data,
ES.CAED/001015000.FACILITY,SAINT GOBAIN VICASA - AZUQUECA,Spain,3(e),Mineral fibres,,,,no LCP data,
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-114000-100-9021122,LANXESS Deutschland GmbH CHEMPARK Krefeld-Uerdingen,Germany,4(b)(v),Basic inorganic chemicals / fertiliser,0.75,3186.19,1701.43,,tech_split
IT.EEA/2008000001.FACILITY,Linde Gas Italia Srl - Sito di Milazzo,Italy,4(b),Basic inorganic chemicals / fertiliser,0.75,7019.73,3748.53,,tech_split
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000687.FACILITY,VPK Paper,Belgium,6(b),Wood products / panels,1.0,1580.32,1124.4,,tech_split
IT.CAED/301761003.FACILITY,Stabilimento di P.to Marghera,Italy,4(a),Basic organic chemicals / olefins,1.0,960.86,701.43,,tech_split
PL.MŚ/000000340.FACILITY,CHP CZĘSTOCHOWA,Poland,1(c),EXCLUDE — power stations,0.0,2022.28,0.0,,tech_split
IT.CAED/461001002.FACILITY,Stabilimento di Mantova,Italy,4(a),Basic organic chemicals / olefins,1.0,14454.0,10551.42,,tech_split
UK.SEPA/200000061.Facility,Fife Ethylene Plant,United Kingdom,4(a)(i),Basic organic chemicals / olefins,1.0,168.13,122.73,,tech_split
