eprtr_facility_id,eprtr_facility_name,eprtr_country,eprtr_activity,activity_label,eta,substitutable_TJ,heat_demand_TJ,note,routing_mode
IT.CAED/191361001.FACILITY,"Enel Produzione S.P.A. Centrale della Spezia ""Eugenio Montale""",Italy,1(c),EXCLUDE — power stations,,,,no LCP data,
SE.CAED/10014627.Facility,Idbäckens Kraftvärmeverk,Sweden,5(b),Municipal waste incineration (WtE),1.0,2.43,2.07,,fuel_routing
FR.CAED/12109.FACILITY,TSI,France,5(b),Municipal waste incineration (WtE),,,,no LCP data,
DE.EEA/14-20-60319980000.FACILITY,Befesa Zinc Freiberg GmbH & Co. KG (vormahls B.U.S Zinkrecycling GmbH Freiberg),Germany,5(a),Hazardous waste disposal,,,,no LCP data,
UK.CAED/BEISOffsh-Beryl-Bravo.FACILITY,Beryl Bravo,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
UK.CAED/EW_EA-2303.FACILITY,South Ferriby Cement Plant EPR/BL1029IP,United Kingdom,3(c),Glass,,,,no LCP data,
DK.CAED/000104482.FACILITY,Brødrene Hartmann A/S,Denmark,6(b),Wood products / panels,,,,no LCP data,
ES.CAED/003564000.FACILITY,"CALGOV, S.A.",Spain,3(c)(iii),Glass,,,,no LCP data,
ES.CAED/003531000.FACILITY,CENTRAL TÉRMICA LOS BARRIOS,Spain,1(c),EXCLUDE — power stations,0.0,2449.54,0.0,,tech_split
RO.CAED/108HD0001.FACILITY,HEIDELBERG MATERIALS ROMANIA SA - FABRICA DE CIMENT CHISCADAGA,Romania,3(c)(i),Glass,,,,no LCP data,
PT.CAED/PT.APA05763522.CI,Central Termoeléctrica de Lares (CI),Portugal,1(c),EXCLUDE — power stations,0.0,5930.1,0.0,,tech_split
NL.EEA/74005.FACILITY,Ennatuurlijk; WKC Enschede,Netherlands,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/100030,RKB Raffinerie-Kraftwerks Betriebs GmbH ,Germany,1(c),EXCLUDE — power stations,0.0,10367.0,0.0,,tech_split
DK.CAED/000106235.FACILITY,"LEO PHARMA A/S, Ballerup",Denmark,4(e),Other chemical processes,,,,no LCP data,
ES.CAED/008402000.FACILITY,CENTRAL TERMICA DE CICLE COMBINAT (SANT ADRIÀ DE BESÒS - GRUP 5),Spain,1(c),EXCLUDE — power stations,0.0,21384.28,0.0,,tech_split
BE.WA/001010000.FACILITY,TIBI sc - Usine d'incinération,Belgium,5(b),Municipal waste incineration (WtE),,,,no LCP data,
UK.CAED/EW_EA-1269.FACILITY,Kings Dyke Works EPR/GP3435WX,United Kingdom,3(g),unmapped,,,,activity not in config,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0100335579.ProductionFacility,"Helen Oy, Vuosaaren biolämpökeskus",Finland,1(c),EXCLUDE — power stations,0.0,2.1,0.0,,tech_split
EE.KAUR.TTR/48.FACILITY,"KIVIÕLI KEEMIATÖÖSTUSE OSAÜHING, Kiviõli keemiatööstus",Estonia,1(b),Coke ovens (LCP-reported aux only),,,,no LCP data,
IE.CAED/W0167.FACILITY,Indaver Ireland Limited (Duleek),Ireland,5(b),Municipal waste incineration (WtE),,,,no LCP data,
SE.CAED/10014775.Facility,Värmeverket Vattumannen,Sweden,1(c),EXCLUDE — power stations,0.0,30.02,0.0,,tech_split
SE.CAED/10015070.Facility,Fiskeby bruk,Sweden,6(b),Wood products / panels,,,,no LCP data,
NO.EEA/1576.0023.01.FACILITY,Equinor ASA avd.Tjeldbergodden Metanolfabrikk,Norway,4(b)(ii),Basic inorganic chemicals / fertiliser,,,,no LCP data,
NL.RIVM/000012134.FACILITY,Archer Daniels Midland Europoort BV (ADM),Netherlands,8(b)(ii),Sugar production,,,,no LCP data,
BG.CAED/009000004.FACILITY,Bi Ei Glas BG glass manufacturing company,Bulgaria,3(e),Mineral fibres,,,,no LCP data,
FR.CAED/5913.FACILITY,NOVACOGE,France,1(c),EXCLUDE — power stations,0.0,3473.55,0.0,,tech_split
UK.CAED/EW_EA-12827.FACILITY,Marchwood Power Station EPR/BL6217IM,United Kingdom,1(c),EXCLUDE — power stations,0.0,28000.0,0.0,,tech_split
RO.EEA/RO4DJ_43.FACILITY,SC PETROM SA BUCURESTI - Combinatul Doljchim Craiova,Romania,4(c),"Other chemicals (P, N, agro)",,,,no LCP data,
FR.EEA/067.00479.FACILITY,Petroplus Raffinage Reichstett,France,1(a),Petroleum refineries,,,,no LCP data,
NL.RIVM/000011024.FACILITY,Cabot B.V.,Netherlands,4(b)(v),Basic inorganic chemicals / fertiliser,0.75,3549.74,1895.56,,tech_split
PL.EEA/12S000296.FACILITY,"TAURON WYTWARZANIE S.A., Oddział Zespół Elektrociepłowni Bielsko-Biała, Elektrociepłownia Bielsko-Biała EC1 ",Poland,1(c),EXCLUDE — power stations,0.0,1405.22,0.0,,tech_split
PL.MŚ/000002919.FACILITY,Zakład PTA we Włocławku,Poland,4(a),Basic organic chemicals / olefins,1.0,384.4,280.61,,tech_split
CZ.MZP.E532/CZ53884341.FACILITY,Synthesia a. s.,Czechia,4(a)(x),Basic organic chemicals / olefins,1.0,2476.23,1807.65,,tech_split
LV.LVGMC.PRTR/310051.Facility,AS “ KVV Liepājas Metalurgs”,Latvia,2(c)(i),"Hot/cold rolling, coating",,,,no LCP data,
UK.CAED/BEISOffsh-Magnus.FACILITY,Magnus,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
NO.EEA/0000.0009.01.FACILITY,Snorre,Norway,3(a),Cement clinker,,,,no LCP data,
FR.CAED/10671.FACILITY,COMILOG DUNKERQUE,France,2(e)(i),Non-ferrous (primary),,,,no LCP data,
HR.CAED/000000024.FACILITY,Rafinerija nafte Sisak,Croatia,1(a),Petroleum refineries,1.0,4950.0,3823.88,,tech_split
FR.CAED/5491.FACILITY,SAVOIE DECHETS,France,5(b),Municipal waste incineration (WtE),1.0,203.71,173.15,,fuel_routing
BE.EEA/W101.FACILITY,INOVYN - COGENERATION INOVYN,Belgium,1(c),EXCLUDE — power stations,,,,no LCP data,
PT.CAED/PT.APA05769542.CI,CENTRAL TÉRMICA DA VITÓRIA (CI),Portugal,1(c),EXCLUDE — power stations,,,,no LCP data,
CZ.MZP.B642/CZ46810675.FACILITY,"Teplárny Brno a.s., Provoz Červený Mlýn",Czechia,1(c),EXCLUDE — power stations,0.0,2702.51,0.0,,tech_split
AT.CAED/9008391215806.FACILITY,Schretter & Cie GmbH & Co KG,Austria,3(c),Glass,,,,no LCP data,
UK.CAED/EW_EA-1451.FACILITY,Runcorn Halochemicals EPR/BS5428IP,United Kingdom,4(a),Basic organic chemicals / olefins,1.0,210.8,153.88,,tech_split
PL.MŚ/000000169.FACILITY,Ciepłownia Główna,Poland,1(c),EXCLUDE — power stations,0.0,3452.3,0.0,,tech_split
DK.EEA/6630.FACILITY,ODENSE KRAFTVARMEVÆRK A/S,Denmark,5(b),Municipal waste incineration (WtE),,,,no LCP data,
NO.EEA/1224.0008.01.FACILITY,Sør-Norge Aluminium,Norway,2(e)(i),Non-ferrous (primary),,,,no LCP data,
UK.SEPA/200002651.Facility,Millerhill Recycling & Energy Recovery Centre,United Kingdom,5(b),Municipal waste incineration (WtE),,,,no LCP data,
DK.CAED/000106201.FACILITY,H.C. Ørsted Værket,Denmark,1(c),EXCLUDE — power stations,0.0,1912.47,0.0,,tech_split
RO.CAED/104PH0001.FACILITY,SC OMV Petrom SA Brazi (cogenerare),Romania,1(c),EXCLUDE — power stations,0.0,32190.93,0.0,,tech_split
GB.EEA/P0131/06A.FACILITY,Balcas Timber Ltd,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
NL.RIVM/000201386.FACILITY,EP NL Sloe Centrale B.V. (Vlissingen),Netherlands,1(c),EXCLUDE — power stations,0.0,18213.48,0.0,,tech_split
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00627,Schott AG,Germany,3(e),Mineral fibres,,,,no LCP data,
NL.EEA/5746.FACILITY,Nuon Power Generation BV (Buggenum),Netherlands,1(b),Coke ovens (LCP-reported aux only),,,,no LCP data,
PL.MŚ/000000212.FACILITY,Kronospan Mielec Sp. z o.o.,Poland,6(b),Wood products / panels,1.0,722.6,514.13,,tech_split
https://registry.gdi-de.org/id/de.hb/de.hb.pf.bube-eureg.06-04-11/2001178/8/0,swb Erzeugung AG & Co. KG,Germany,1(c),EXCLUDE — power stations,0.0,11907.34,0.0,,tech_split
FR.CAED/7646.FACILITY,RHONE ENERGIES FOS-SUR-MER SAS,France,1(a),Petroleum refineries,,,,no LCP data,
FR.CAED/6388.FACILITY,GAZELENERGIE GENERATION,France,1(c),EXCLUDE — power stations,0.0,3578.85,0.0,,tech_split
IT.EEA/2007000600.FACILITY,EURALLUMINA SPA,Italy,1(c),EXCLUDE — power stations,,,,no LCP data,
GB.EEA/EW_EA-372.FACILITY,"Lafarge Cement Uk Plc, Northfleet Works, Blue Circle Industries PLC",United Kingdom,3(c),Glass,,,,no LCP data,
HR.CAED/000000067.FACILITY,Rafinerija nafte Rijeka,Croatia,1(a),Petroleum refineries,1.0,8003.09,6182.39,,tech_split
BG.CAED/003000001.FACILITY,Deven power station,Bulgaria,1(c),EXCLUDE — power stations,,,,no LCP data,
RO.EEA/RO4GJ_34.FACILITY,SC SIMCOR VAR SA ORADEA PUNCT DE LUCRU TG-JIU,Romania,3(c)(iii),Glass,,,,no LCP data,
FR.CAED/24218.FACILITY,SARL LANFRANCHI ENVIRONNEMENT,France,5(d),Landfill / other waste,,,,no LCP data,
NL.RIVM/000028091.FACILITY,HVC N.V.,Netherlands,5(b),Municipal waste incineration (WtE),,,,no LCP data,
FR.CAED/7632.FACILITY,COMPAGNIE PETROCHIMIQUE DE BERRE,France,1(c),EXCLUDE — power stations,0.0,2249.57,0.0,,tech_split
DK.CAED/000062358.FACILITY,"Royal Unibrew A/S, Faxe Bryggeri",Denmark,8(b)(ii),Sugar production,,,,no LCP data,
FR.CAED/8246.FACILITY,GENERIS,France,5(b),Municipal waste incineration (WtE),,,,no LCP data,
FR.EEA/052.02609.FACILITY,TOTAL E&P France - Usine de Lacq,France,1(b),Coke ovens (LCP-reported aux only),,,,no LCP data,
RO.EEA/RO1SV_11.FACILITY,SC TERMICA SA SUCEAVA,Romania,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.hh/pf.bube-eureg_/12562,VERA Klärschlammverbrennung ,Germany,5(b),Municipal waste incineration (WtE),,,,no LCP data,
AT.CAED/9008390975220.FACILITY,EVN Wärmekraftwerke GmbH,Austria,1(c),EXCLUDE — power stations,0.0,6279.2,0.0,,tech_split
NO.EEA/0000.0012.01.FACILITY,Heimdal,Norway,3(a),Cement clinker,,,,no LCP data,
HU.EEA/101422364.FACILITY,Kalcinátor Kft.,Hungary,3(c)(iii),Glass,,,,no LCP data,
ES.CAED/003965000.FACILITY,ENERGYWORKS CARTAGENA,Spain,1(c),EXCLUDE — power stations,0.0,5506.3,0.0,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-111000-100-0167182,Stadtwerke Düsseldorf AG,Germany,1(c),EXCLUDE — power stations,0.0,17366.78,0.0,,tech_split
SE.CAED/10014459.Facility,"Boländeranläggningarna, Avfallsförbränningsanläggn",Sweden,5(b),Municipal waste incineration (WtE),1.0,1.8,1.53,,fuel_routing
UK.CAED/EW_EA-3047.FACILITY,Sutton Bridge Power Station EPR/FP3835LS,United Kingdom,1(c),EXCLUDE — power stations,0.0,15040.0,0.0,,tech_split
IT.CAED/090182004.FACILITY,versalis stabilimento di Sarroch,Italy,5(g),Waste — other,,,,no LCP data,
FR.CAED/7788.FACILITY,LAFARGE CIMENTS,France,3(c)(i),Glass,,,,no LCP data,
FR.CAED/8983.FACILITY,FERROGLOBE FRANCE,France,2(d),Ferrous metal foundries,,,,no LCP data,
CZ.MZP.S207/CZ92220409.FACILITY,Teplárna ŠKO-ENERGO s.r.o.,Czechia,1(c),EXCLUDE — power stations,0.0,4082.1,0.0,,tech_split
AT.CAED/9008390973899.FACILITY,Energie AG Oberösterreich Umwelt Service GmbH,Austria,5(b),Municipal waste incineration (WtE),,,,no LCP data,
NO.EEA/0000.0038.02.FACILITY,Heidrun,Norway,3(a),Cement clinker,,,,no LCP data,
UK.CAED/EW_EA-2302.FACILITY,Rugby Cement Plant,United Kingdom,3(c),Glass,,,,no LCP data,
BE.WA/017010000.FACILITY,NLMK LA LOUVIERE sa  ,Belgium,2(c)(i),"Hot/cold rolling, coating",,,,no LCP data,
IT.CAED/721001005.FACILITY,ENIPOWER S.P.A. - Stabilimento di Brindisi,Italy,1(c),EXCLUDE — power stations,0.0,41028.0,0.0,,tech_split
GR.EEA/ELA301196.FACILITY,K. RAIKOS S.A.,Greece,3(c),Glass,,,,no LCP data,
UK.CAED/EW_EA-4051.FACILITY,Grain LNG Site EPR/BV5572IB,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
ES.CAED/001479000.FACILITY,REFINERÍA GIBRALTAR,Spain,1(a),Petroleum refineries,1.0,13196.8,10194.53,,tech_split
DK.EEA/1530.FACILITY,Amagerværket,Denmark,1(c),EXCLUDE — power stations,0.0,28.94,0.0,,tech_split
IE.CAED/P0486.FACILITY,Synergen Power Limited,Ireland,1(c),EXCLUDE — power stations,0.0,240.06,0.0,,tech_split
GB.EEA/EW_EA-2459.FACILITY,Shoreham Power Station,United Kingdom,1(c),EXCLUDE — power stations,0.0,1220.0,0.0,,tech_split
NL.RIVM/000064004.FACILITY,AVR Afvalverwerking BV (Duiven),Netherlands,5(c),Non-hazardous waste disposal,,,,no LCP data,
IT.EEA/2007000160.FACILITY,Italcementi di Samatzai,Italy,3(c),Glass,,,,no LCP data,
GB.EEA/EW_EA-5578.FACILITY,"Derwent Cogeneration Limited, Derwent Power Station",United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
UK.CAED/BEISOffsh-Clair-Ridge-Platform.FACILITY,Clair Ridge,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
FR.CAED/6155.FACILITY,EGGER PANNEAUX ET DECORS,France,6(b),Wood products / panels,1.0,185.08,131.69,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-566028-800-4101019,WH Ibbenbüren,Germany,3(a),Cement clinker,,,,no LCP data,
DK.CAED/000105461.FACILITY,I/S Amager Ressourcecenter,Denmark,5(b),Municipal waste incineration (WtE),1.0,28.94,24.6,,fuel_routing
NL.RIVM/000064335.FACILITY,DS Smith De Hoop B.V.,Netherlands,1(c),EXCLUDE — power stations,0.0,1576.63,0.0,,tech_split
UK.SEPA/200000037.Facility,"Kirriemuir Compressor Station, Forfar",United Kingdom,1(c),EXCLUDE — power stations,0.0,142.25,0.0,,tech_split
ES.CAED/001599000.FACILITY,"ENCE ENERGÍA Y CELULOSA, SA - FABRICA DE PONTEVEDRA",Spain,6(a),Pulp & paper,,,,no LCP data,
FR.CAED/1260.FACILITY,STE BEARNAISE DE GESTION INDUSTRIELLE,France,1(b),Coke ovens (LCP-reported aux only),,,,no LCP data,
IT.CAED/330582006.FACILITY,SISECAM FLAT GLASS ITALY SRL,Italy,3(e),Mineral fibres,,,,no LCP data,
PL.MŚ/000004119.FACILITY,"ENERGETYKA Sp. z o.o., Wydział EC - 4 Legnica",Poland,1(c),EXCLUDE — power stations,0.0,383.4,0.0,,tech_split
ES.CAED/006236000.FACILITY,CENTRAL DIESEL CEUTA,Spain,1(c),EXCLUDE — power stations,,,,no LCP data,
ES.CAED/001769000.FACILITY,"TIMAC AGRO ESPAÑA, S.A.-FABRICA",Spain,4(c),"Other chemicals (P, N, agro)",,,,no LCP data,
ES.CAED/003120000.FACILITY,"ARTESANOS ENVASES RECICLADOS CALVO, S. L.",Spain,5(a),Hazardous waste disposal,,,,no LCP data,
IT.CAED/400262004.FACILITY,COOPERATIVA CERAMICA D'IMOLA s.c.a.r.l.,Italy,3(g),unmapped,,,,activity not in config,
RO.CAED/102BB0001.FACILITY,SC ELECTROCENTRALE BUCURESTI SA - Cet Bucuresti Sud,Romania,1(c),EXCLUDE — power stations,0.0,3339.3,0.0,,tech_split
DE.EEA/109022.FACILITY,Heizkraftwerk Gera-Nord,Germany,1(c),EXCLUDE — power stations,0.0,124.81,0.0,,tech_split
UK.CAED/P0095_05A.FACILITY,LacPatrick Dairies (NI) Ltd,United Kingdom,8(c),Dairy / food processing,,,,no LCP data,
SE.CAED/10024810.Facility,"Bodens värmeverk, BEAB",Sweden,1(c),EXCLUDE — power stations,,,,no LCP data,
NL.RIVM/000102302.FACILITY,Cosun Beet Company-Vierverlaten,Netherlands,8(b)(ii),Sugar production,1.0,1863.05,1257.56,,tech_split
PL.MŚ/000000349.FACILITY,PGE Górnictwo i Energetyka Konwencjonalna S.A. - Oddział Elektrownia Bełchatów,Poland,1(c),EXCLUDE — power stations,0.0,235.8,0.0,,tech_split
https://registry.gdi-de.org/id/de.be.pf.lisa/166927,BEW HKW Reuter ,Germany,1(c),EXCLUDE — power stations,0.0,314.8,0.0,,tech_split
GB.EEA/EW_EA-1018.FACILITY,Uniper UK Limited,United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
IT.EEA/2007001004.FACILITY,CENTRALE BG ITALIA POWER DI RIVALTA,Italy,1(c),EXCLUDE — power stations,,,,no LCP data,
IT.CAED/200291001.FACILITY,IREN ENERGIA S.P.A. - Turbigo,Italy,1(c),EXCLUDE — power stations,0.0,10406.0,0.0,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2018-562008-500-0915123,Uniper Kraftwerke GmbH Kraftwerk Datteln IV,Germany,1(c),EXCLUDE — power stations,0.0,18074.21,0.0,,tech_split
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002300.ProductionFacility,"Lahti Energia Oy, Kymijärven voimalaitoskokonaisuus, Lahti",Finland,1(c),EXCLUDE — power stations,0.0,5300.17,0.0,,tech_split
LT.CAED/111760831.FACILITY1,"AB ,,Vilniaus šilumos tinklai“, Termofikacinė elektrinė Nr.2 (E-2)",Lithuania,1(c),EXCLUDE — power stations,0.0,8588.04,0.0,,tech_split
FR.CAED/791.FACILITY,LES DERIVES RESINIQUES ET TERPENIQUES,France,4(a)(ii),Basic organic chemicals / olefins,1.0,399.56,291.68,,tech_split
https://registry.gdi-de.org/id/de.hb/de.hb.pf.bube-eureg.06-04-12-2187248-0-0,swb Erzeugung AG & Co. KG ,Germany,1(c),EXCLUDE — power stations,0.0,11907.34,0.0,,tech_split
GR.EEA/EL5800902.FACILITY,PPC S.A. SES PTOLEMAIDAS,Greece,1(c),EXCLUDE — power stations,,,,no LCP data,
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00233,HBB Heizkraftwerk Bauernfeind Betreibergesellschaft mbH,Germany,1(c),EXCLUDE — power stations,0.0,576.5,0.0,,tech_split
CH.CAED/000000373.Facility,Cremo SA,Switzerland,8(c),Dairy / food processing,,,,no LCP data,
FR.CAED/1080.FACILITY,PERIGORD ENERGIE,France,1(c),EXCLUDE — power stations,0.0,689.06,0.0,,tech_split
IT.CAED/060661001.FACILITY,Enel Produzione S.p.A. - IMPIANTO TERMOELETTRICO DI PIETRAFITTA,Italy,1(c),EXCLUDE — power stations,0.0,5240.31,0.0,,tech_split
PT.CAED/PT.APA05765162.CI,NAVIGATOR Setúbal (CI),Portugal,6(a),Pulp & paper,1.0,10491.43,8938.7,,tech_split
FR.CAED/5217.FACILITY,VICAT,France,3(c)(i),Glass,,,,no LCP data,
https://registry.gdi-de.org/id/de.ni.mu/10000167470,EVI Abfallverwertung B.V. & Co. KG ,Germany,5(b),Municipal waste incineration (WtE),,,,no LCP data,
https://registry.gdi-de.org/id/de.hb/de.hb.pf.bube-eureg.06-04-11/2005382/5/0,ArcelorMittal Bremen GmbH ,Germany,2(b),Iron & Steel (BF/BOF),0.85,458.9,312.05,,fuel_routing
NO.EEA/0000.0011.01.FACILITY,Jotun,Norway,3(a),Cement clinker,,,,no LCP data,
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/45035910,EEW Energy from Waste Großräschen GmbH,Germany,5(b),Municipal waste incineration (WtE),,,,no LCP data,
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00041,SWM Heizkraftwerk Nord,Germany,1(c),EXCLUDE — power stations,0.0,10890.4,0.0,,tech_split
LT.CAED/302648707.FACILITY2," ,,Lietuvos energijos gamyba“ AB, Elektrėnų elektrinė",Lithuania,1(a),Petroleum refineries,1.0,5510.01,4256.48,,tech_split
PT.CAED/PT.APA05771462.CI,Central Termoeléctrica do Ribatejo (CI),Portugal,1(c),EXCLUDE — power stations,0.0,2855.4,0.0,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-162024-100-0173542,Aluminium Norf GmbH,Germany,2(e)(ii),Non-ferrous (primary),,,,no LCP data,
FR.CAED/10638.FACILITY,HEINEKEN ENTREPRISE,France,8(b)(ii),Sugar production,,,,no LCP data,
PT.EEA/100001502.FACILITY,Repsol-Produção de Electricidade e Calor - ACE,Portugal,1(c),EXCLUDE — power stations,0.0,706.23,0.0,,tech_split
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002096.ProductionFacility,"Tampereen Energia Oy, Naistenlahden voimalaitos",Finland,1(c),EXCLUDE — power stations,0.0,822.26,0.0,,tech_split
NL.RIVM/000024302.FACILITY,Crown van Gelder International B.V.,Netherlands,6(b),Wood products / panels,1.0,947.44,674.1,,tech_split
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-358008-300-0890760,Schoellershammer GmbH,Germany,6(b),Wood products / panels,1.0,2005.4,1426.84,,tech_split
RO.EEA/RO3AG_41.FACILITY,ARPECHIM,Romania,4(a)(i),Basic organic chemicals / olefins,,,,no LCP data,
PL.MŚ/000000136.FACILITY,"Celsa ""Huta Ostrowiec"" Sp.o.o.",Poland,2(b),Iron & Steel (BF/BOF),0.85,3126.9,2179.57,,fuel_routing
https://registry.gdi-de.org/id/de.he.0945.de7.pf.eu_industrie/50003355,EEW Energy from Waste Heringen GmbH,Germany,5(b),Municipal waste incineration (WtE),1.0,5608.25,4767.01,,fuel_routing
IT.EEA/2007002367.FACILITY,Impianto CAL.ME: di Marcellinara,Italy,3(c),Glass,,,,no LCP data,
FR.CAED/584.FACILITY,COGENERATION BIOMASSE D'ESTREES-MONS,France,1(c),EXCLUDE — power stations,,,,no LCP data,
DK.CAED/000104657.FACILITY,Herningværket,Denmark,1(c),EXCLUDE — power stations,0.0,86.75,0.0,,tech_split
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/45039245,Hamburger Rieger GmbH Geschäftsfeld Kraftwerk,Germany,5(b),Municipal waste incineration (WtE),1.0,184.04,156.44,,fuel_routing
https://registry.gdi-de.org/id/de.nw.inspire.pf.bube-eureg/arb-2017-513000-500-0073211,Ruhr Oel GmbH Werk Horst,Germany,1(a),Petroleum refineries,1.0,0.1,0.08,,tech_split
UK.CAED/BEISOffsh-Leman-Alpha.FACILITY,Leman Alpha (D1),United Kingdom,1(c),EXCLUDE — power stations,,,,no LCP data,
NO.EEA/0000.0003.01.FACILITY,Draugen,Norway,3(a),Cement clinker,,,,no LCP data,
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000001005.FACILITY,INTERGEMEENTELIJKE VERENIGING VOOR HET AFVALBEHEER VOOR OOSTENDE EN OMMELAND,Belgium,5(b),Municipal waste incineration (WtE),,,,no LCP data,
NL.RIVM/000101103.FACILITY,BioMCN B.V.,Netherlands,4(a)(ii),Basic organic chemicals / olefins,1.0,1307.04,954.14,,tech_split
IT.EEA/2007001324.FACILITY,Cofely Italia S.p.A.- Centrale termoelettrica di Acerra,Italy,1(c),EXCLUDE — power stations,,,,no LCP data,
FR.CAED/1884.FACILITY,DIJON METROPOLE,France,5(b),Municipal waste incineration (WtE),,,,no LCP data,
FR.CAED/9155.FACILITY,EVOLIA,France,5(b),Municipal waste incineration (WtE),,,,no LCP data,
IT.EEA/2007000909.FACILITY,Sito di Livorno,Italy,1(c),EXCLUDE — power stations,,,,no LCP data,
SE.CAED/10020098.Facility,Heidelberg Materials Cement Sverige AB,Sweden,3(c),Glass,,,,no LCP data,
NO.EEA/0105.0014.01.FACILITY,"Borregaard AS, avd. spesialcellulose",Norway,6(a),Pulp & paper,,,,no LCP data,
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002577.ProductionFacility,"Finnsementti Oy, Lappeenrannan sementtitehdas",Finland,3(c)(i),Glass,,,,no LCP data,
IT.CAED/150672001.FACILITY,ILVA SPA STABILIMENTO DI NOVI LIGURE,Italy,2(f),Non-ferrous (secondary),,,,no LCP data,
PL.MŚ/000003643.FACILITY,Synthos Dwory 7 spółka z ograniczoną odpowiedzialnością spółka jawna,Poland,4(a),Basic organic chemicals / olefins,1.0,5071.9,3702.49,,tech_split
HU.OKIR/100400015.FACILITY,Budapesti Erőmű Zrt.,Hungary,1(c),EXCLUDE — power stations,0.0,3722.8,0.0,,tech_split
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00056,AUDI AG,Germany,9(c),Tanning / other,1.0,459.09,386.09,,tech_split
IT.CAED/310583183.FACILITY,STABILIMENTO DI PONTE DELLA PRIULA,Italy,3(c),Glass,,,,no LCP data,
UK.CAED/EW_EA-6326.FACILITY,Medway Power Station EPR/HP3939LN,United Kingdom,1(c),EXCLUDE — power stations,0.0,12130.0,0.0,,tech_split
SE.CAED/10018676.Facility,Södra Cell Värö,Sweden,6(a),Pulp & paper,1.0,60.12,51.22,,tech_split
DK.CAED/000105324.FACILITY,"Kredsløb, Affaldsenergi A/S",Denmark,5(b),Municipal waste incineration (WtE),,,,no LCP data,
NL.RIVM/000004301.FACILITY,Smurfit Westrock Roermond Paper BV,Netherlands,6(b),Wood products / panels,1.0,2129.79,1515.35,,tech_split
LT.CAED/303792888.FACILITY,UAB Kauno kogeneracinė jėgainė,Lithuania,5(b),Municipal waste incineration (WtE),,,,no LCP data,
IT.CAED/290102006.FACILITY,BUZZI UNICEM S.p.A.,Italy,3(c),Glass,,,,no LCP data,
NL.RIVM/000061424.FACILITY,Veolia Industriediensten BV,Netherlands,1(c),EXCLUDE — power stations,,,,no LCP data,
IT.CAED/500222002.FACILITY,Stabilimento di Testi,Italy,3(c),Glass,,,,no LCP data,
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00857,Müllheizkraftwerk Würzburg,Germany,5(b),Municipal waste incineration (WtE),,,,no LCP data,
ES.CAED/003378000.FACILITY,CEASA ENCE- FÁBRICA DE NAVIA,Spain,6(a),Pulp & paper,1.0,71.79,61.17,,tech_split
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000001913.ProductionFacility,"SSAB Europe Oy, Raahen terästehdas",Finland,2(b),Iron & Steel (BF/BOF),0.85,172.1,118.77,,fuel_routing
FR.CAED/3899.FACILITY,SYNDICAT MIXTE D ELIMINATION DES DECHETS DE L ARRONDISSEMENT DE ROUEN,France,5(b),Municipal waste incineration (WtE),1.0,3692.07,3138.26,,fuel_routing
DK.CAED/000105139.FACILITY,"BIOFOS A/S, Renseanlæg Lynetten",Denmark,5(b),Municipal waste incineration (WtE),,,,no LCP data,
IT.CAED/100241001.FACILITY,CENTRALE TERMOELETTRICA DI COGENERAZIONE DI MONCALIERI,Italy,1(c),EXCLUDE — power stations,0.0,22164.0,0.0,,tech_split
https://registry.gdi-de.org/id/de.he.0945.de7.pf.eu_industrie/30000030,"Mainova, HKW Niederrad ",Germany,1(c),EXCLUDE — power stations,0.0,5839.4,0.0,,tech_split
