eprtr_facility_id,eprtr_base_id,eprtr_facility_name,eprtr_country,eprtr_activity,eprtr_lat,eprtr_lon,eprtr_co2_t,eprtr_co2_year,match_method,match_km,lcp_base_id,lcp_inspire_id,lcp_city,lcp_n_base_ids,lcp_n_parts,lcp_lat,lcp_lon,lcp_NaturalGas_TJ,lcp_Coal_TJ,lcp_Lignite_TJ,lcp_OtherSolidFuels_TJ,lcp_LiquidFuels_TJ,lcp_Peat_TJ,lcp_OtherGases_TJ,lcp_Biomass_TJ,lcp_substitutable_thermal_TJ,lcp_total_TJ
DK.CAED/000082879.FACILITY,DK.CAED/000082879,"LEO PHARMA A/S, Esbjerg",Denmark,4(e),55.45760001487737,8.493504921856747,871.0,2024,no_match,,,,,0,,,,,,,,,,,,,
NO.EEA/0000.0048.05.FACILITY,NO.EEA/0000.0048.05,Ekofisk,Norway,3(a),56.5203133,3.221415,605000.0,2017,no_match,,,,,0,,,,,,,,,,,,,
FR.CAED/5335.FACILITY,FR.CAED/5335,LAFARGE CIMENTS,France,3(c)(i),45.85501,4.68449,243000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
ES.CAED/005986000.FACILITY,ES.CAED/005986000,"BIOENERGÍA SANTAMARÍA, S.A.",Spain,1(c),37.361209,-4.500743,189000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
FR.CAED/8363.FACILITY,FR.CAED/8363,ENORIS,France,5(b),48.71938,2.27887,131000.0,2024,id_direct,0.0,FR.CAED/8363,FR.CAED/8363.A.INSTALLATIONPART,MASSY,1,1.0,48.717,2.276,,223.134995,,,6.98526,,,215.585007,230.12025500000001,445.705262
CZ.MZP.T802/CZ29145586.FACILITY,CZ.MZP.T802/CZ29145586,Provozovna Třinec,Czechia,2(b),49.68810552,18.64728154,2488863.0,2022,spatial_nearest,0.822,CZ.CHMI.0043/CZ0043,CZ.CHMI.0043/CZ0043.PART,Třinec,1,1.0,49.695282488888886,18.644547819444444,135.665813,4219.217071,889.121152,,,,784.798922,53.059321,5244.004035999999,6081.862278999999
IT.CAED/000531001.FACILITY,IT.CAED/000531001,CENTRALE TORREVALDALIGA SUD,Italy,1(c),42.1231,11.7654,236439.5354,2024,id_direct,0.0,IT.CAED/000531001; IT.CAED/000531007; IT.CAED/000531008,IT.CAED/000531001.PART,CIVITAVECCHIA,3,3.0,42.123,11.7654,4164.0,,,,,,,,4164.0,4164.0
UK.SEPA/200000160.Facility,UK.SEPA/200000160.Facility,Morayhill Timber Mill,United Kingdom,6(b),57.5195,-4.08473,111000.0,2018,no_match,,,,,0,,,,,,,,,,,,,
IS.CAED/570297-2609,IS.CAED/570297-2609,Norðurál Grundartangi ehf.,Iceland,2(e)(i),64.363836,-21.773782,475000.0,2022,no_match,,,,,0,,,,,,,,,,,,,
NL.RIVM/000201304.FACILITY,NL.RIVM/000201304,BMC Moerdijk BV,Netherlands,1(c),51.68798,4.57803,334000.0,2024,spatial_nearest,0.243,NL.RIVM/049006001,NL.RIVM/049006001.PART,Moerdijk,1,1.0,51.68583,4.57865,5701.372741,,,,,,,,5701.372741,5701.372741
UK.CAED/EW_EA-2497.FACILITY,UK.CAED/EW_EA-2497,Slough Heat and Power,United Kingdom,5(b),51.523818,-0.6254345,134000.0,2019,no_match,,,,,0,,,,,,,,,,,,,
IT.CAED/481232018.FACILITY,IT.CAED/481232018,Polynt spa,Italy,4(a),44.4333,12.2375,131647.0,2024,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/45025138,https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/45025138,Deponie Saspow ,Germany,5(d),51.79501,14.3688,145000.0,2008,no_match,,,,,0,,,,,,,,,,,,,
FR.EEA/058.00360.FACILITY,FR.EEA/058.00360,Petroplus Raffinage Petit-Couronne SAS,France,1(a),49.38,1.03,653000.0,2012,no_match,,,,,0,,,,,,,,,,,,,
ES.CAED/003733000.FACILITY,ES.CAED/003733000,"NERVACERO , S.A. (NERVACERO)",Spain,2(b),43.309876,-3.020769,127000.0,2008,no_match,,,,,0,,,,,,,,,,,,,
SE.CAED/10020475.Facility,SE.CAED/10020475.Facility,Hedenverket,Sweden,1(c),59.38647,13.57206,261615.495,2024,spatial_nearest,0.015,SE.CAED/10000151.Part,SE.CAED/10000151.Part,KARLSTAD,1,1.0,59.38657,13.57225,,,,,1.15,,,1979.82,1.15,1980.97
GR.EEA/EL5801162.FACILITY,GR.EEA/EL5801162,PPC S.A. SES LIPTOL,Greece,1(c),40.475185,21.735434,118000.0,2013,spatial_nearest,0.0,GR.EEA/GR0046,GR.EEA/GR0046.PART,PTOLEMAIDA,1,1.0,40.475185,21.735434,,,,,,,,,,
IT.CAED/980441001.FACILITY,IT.CAED/980441001,CENTRALE TERMOELETTRICA DI SAN FILIPPO DEL MELA ,Italy,1(c),38.2019,15.2808,427593.338,2024,id_direct,0.0,IT.CAED/980441001; IT.CAED/980441002,IT.CAED/980441001.PART,SAN FILIPPO DEL MELA,2,2.0,38.2018,15.2808,,,,,5492.5653,,,,5492.5653,5492.5653
ES.CAED/003532000.FACILITY,ES.CAED/003532000,CENTRAL TERMICA DE FOIX,Spain,1(c),41.202374,1.655494,162000.0,2008,spatial_nearest,0.001,ES.EEA/ES0213,ES.EEA/ES0213.PART,Cubelles,1,1.0,41.20237,1.65549,,,,,,,,,,
ES.CAED/003590000.FACILITY,ES.CAED/003590000,CENTRAL TÉRMICA DE VELILLA,Spain,1(c),42.818259,-4.854434,220000.0,2019,id_direct,0.0,ES.CAED/003590000; ES.CAED/003590001,ES.CAED/003590000.PART,VELILLA DEL RIO CARRION,2,2.0,42.818259,-4.854434,,,,,0.437634,,,,0.437634,0.437634
IT.CAED/270321001.FACILITY,IT.CAED/270321001,stabilimento di Ferrera Erbognone,Italy,1(c),45.1002,8.8666,2237927.0,2024,id_direct,0.0,IT.CAED/270321001; IT.CAED/270321002; IT.CAED/270321003,IT.CAED/270321001.PART,FERRERA ERBOGNONE,3,3.0,45.1001,8.8666,30807.096,,,,,,5086.219,,30807.096,35893.315
DE.EEA/17193.FACILITY,DE.EEA/17193,TOTAL Raffinerie Mitteldeutschland GmbH (POX/Methanol),Germany,4(a),51.2962933440763,12.0149750371508,826000.0,2008,no_match,,,,,0,,,,,,,,,,,,,
UK.CAED/EW_EA-829.FACILITY,UK.CAED/EW_EA-829,Coventry Incinerator EPR/NP3739PD,United Kingdom,5(b),52.395955,-1.4914687,249000.0,2019,no_match,,,,,0,,,,,,,,,,,,,
NL.EEA/9014.FACILITY,NL.EEA/9014,Essent Productie Geleen B.V.,Netherlands,1(c),50.98125,5.80661,706000.0,2007,spatial_nearest,0.493,NL.RIVM/000062005,NL.RIVM/000062005.PART,Geleen,1,1.0,50.97892,5.80062,,,,,,,1731.325015,,,1731.325015
HU.OKIR/100367833.FACILITY,HU.OKIR/100367833,Guardian Orosháza Korlátolt Felelősségű Társaság,Hungary,3(e),46.586773,20.686429,113410.0,2018,no_match,,,,,0,,,,,,,,,,,,,
GB.EEA/EW_EA-2308.FACILITY,GB.EEA/EW_EA-2308,"Cemex UK Cement Ltd, BARRINGTON CEMENT WORKS",United Kingdom,3(c),52.1353,0.0395712,297000.0,2007,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/102693,https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/102693,Progroup Paper PM3 GmbH ,Germany,6(b),51.63897,12.23096,104000.0,2024,spatial_nearest,0.0,https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/102692,https://registry.gdi-de.org/id/de.st.lau.pf.anlagen-ied-euregistry/102692,Sandersdorf-Brehna,1,1.0,51.63897,12.23096,2036.74,,,,,,,,2036.74,2036.74
BG.CAED/004000017.FACILITY,BG.CAED/004000017,Teheko Energy power station,Bulgaria,1(c),43.641945,25.304722,272000.0,2014,spatial_nearest,0.0,BG.CAED/004011017,BG.CAED/004011017.PART,Свищов,1,1.0,43.641945,25.304722,,,,,,,,,,
DK.CAED/000084482.FACILITY,DK.CAED/000084482,Leca Danmark A/S,Denmark,3(g),56.3749694495596,10.041736503514418,70012.0,2024,no_match,,,,,0,,,,,,,,,,,,,
SE.CAED/10021812.Facility,SE.CAED/10021812.Facility,"Outokumpu Stainless AB, Avesta",Sweden,2(b),60.13507,16.18031,113786.0,2024,no_match,,,,,0,,,,,,,,,,,,,
PT.CAED/PT.APA05769922.CI,PT.CAED/PT.APA05769922.CI,Navarra - Extrusão de Alumínio S.A. (CI),Portugal,2(f),41.602066,-8.379789,471000.0,2017,no_match,,,,,0,,,,,,,,,,,,,
FR.CAED/5921.FACILITY,FR.CAED/5921,VAL'ERGIE,France,5(b),48.61613,6.19711,105000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
HU.OKIR/101716090.FACILITY,HU.OKIR/101716090,Pannon-Hő Kft.,Hungary,1(c),46.064781,18.263555,268642.0,2024,spatial_nearest,0.0,HU.OKIR/100318695T1; HU.OKIR/100318695T2; HU.OKIR/101716090T1,HU.OKIR/100318695T1.PART,Pécs,3,3.0,46.06432900000001,18.263217,71.0,,,267.88,5.05,,,6055.508,343.93,6399.438
AT.EEA/20000.00125.FACILITY,AT.EEA/20000.00125,WIEN ENERGIE GmbH,Austria,1(c),48.274918,16.434,123000.0,2013,spatial_nearest,0.163,AT.CAED/9008390933763; AT.CAED/9008390936757; AT.CAED/9008390956984; AT.CAED/9008390956991,AT.CAED/9008390933763.PART,"Wien,Floridsdorf",4,4.0,48.276333,16.433417,728.6868000000001,,,,0.32879,,,,729.0155900000001,729.0155900000001
HU.OKIR/100329026.FACILITY,HU.OKIR/100329026,BorsodChem Zrt.,Hungary,4(a)(iv),48.252601,20.644422,140828.0,2024,no_match,,,,,0,,,,,,,,,,,,,
NL.RIVM/000081103.FACILITY,NL.RIVM/000081103,Norit Nederland B.V.,Netherlands,1(c),52.72845,6.99788,102000.0,2016,no_match,,,,,0,,,,,,,,,,,,,
RO.CAED/101GJ0001.FACILITY,RO.CAED/101GJ0001,SUCURSALA ELECTROCENTRALE TURCENI,Romania,1(c),44.670484,23.409223,1590000.0,2024,spatial_nearest,0.274,RO.CAED/101GJ0211,RO.CAED/101GJ0211.PART,Turceni,1,1.0,44.669244,23.406232,21172.0,,9060.698,,,,,,30232.698,30232.698
https://data.gov.sk/set/data/so/b4d884b3-4442-43db-a19c-ceb6e127960f/SK37158403.NRZ.FACILITY,https://data.gov.sk/set/data/so/b4d884b3-4442-43db-a19c-ceb6e127960f/SK37158403.NRZ,"eustream, a.s. - Kompresorová stanica č. 4",Slovakia,1(c),48.217616,18.101255,148000.0,2011,spatial_nearest,0.509,https://data.gov.sk/set/data/so/9a2cec83-db6d-456c-b901-18680919f729/SK0067.NEIS,https://data.gov.sk/set/data/so/9a2cec83-db6d-456c-b901-18680919f729/SK0067.NEIS.PART,Ivanka pri Nitre,1,1.0,48.214722,18.106576,5.54537434,,,,,,,,5.54537434,5.54537434
PL.MŚ/000000950.FACILITY,PL.MŚ/000000950,Zakład Produkcyjny Jarosław,Poland,3(e),50.0008888244629,22.714111328125,167000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
FR.CAED/7874.FACILITY,FR.CAED/7874,PETROINEOS MANUFACTURING FRANCE SAS,France,1(a),43.38403,5.02829,1275000.064,2024,id_direct,0.0,FR.CAED/7874,FR.CAED/7874.A.INSTALLATIONPART,MARTIGUES,1,1.0,43.38403,5.02829,,,,,,,8532.835449,,,8532.835449
https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00334,https://registry.gdi-de.org/id/de.by.inspire.pf.ied/S00334,Kelheim Fibres GmbH,Germany,4(a)(viii),48.906098456176544,11.903295825411895,110000.0,2023,spatial_nearest,0.0,https://registry.gdi-de.org/id/de.by.inspire.pf.ied/A00490g,https://registry.gdi-de.org/id/de.by.inspire.pf.ied/A00490g,Kelheim,1,1.0,48.906098456176544,11.903295825411895,2394.0,,,,,,,,2394.0,2394.0
RO.EEA/RO7AB_41.FACILITY,RO.EEA/RO7AB_41,SC GHCL UPSOM ROMANIA SA,Romania,4(b)(iv),46.3944277,23.86031111,133000.0,2009,no_match,,,,,0,,,,,,,,,,,,,
UK.CAED/EW_EA-761.FACILITY,UK.CAED/EW_EA-761,Teesside Crude Oil Stabilisation Terminal,United Kingdom,1(a),54.620021,-1.1729941,297000.0,2019,spatial_nearest,0.0,UK.CAED/EW_EA-761-1,UK.CAED/EW_EA-761-1.PART,Middlesbrough,1,1.0,54.620021,-1.1729941,,,,,,,2070.0,,,2070.0
BE.WA/057010000.FACILITY,BE.WA/057010000,INEOS FELUY,Belgium,4(a)(i),50.56053,4.216302,101000.0,2023,no_match,,,,,0,,,,,,,,,,,,,
IE.CAED/P0802.FACILITY,IE.CAED/P0802,Aurivo Dairy Ingredients Limited,Ireland,8(c),53.898192,-8.568197,19844.0,2024,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.ni.mu/03267770260,https://registry.gdi-de.org/id/de.ni.mu/03267770260,Aluminium Oxid Stade GmbH ,Germany,4(b)(v),53.64429,9.49794,376000.0,2024,spatial_nearest,0.986,https://registry.gdi-de.org/id/de.ni.mu/03267770260-0086-A007,https://registry.gdi-de.org/id/de.ni.mu/03267770260-0086-A007,Stade,1,1.0,53.65277,9.49359,121.6,,,,,,,,121.6,121.6
PL.MŚ/000000147.FACILITY,PL.MŚ/000000147,Elektrociepłownia EC-4,Poland,1(c),51.7470817565918,19.5400829315186,592000.0,2024,id_direct,0.0,PL.MŚ/000000102; PL.MŚ/000000147,PL.MŚ/000000102.PART,Łódź,2,2.0,51.27055,19.3622,,2698.9,,,16.5,,,3497.2,2715.4,6212.6
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000468.FACILITY,https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000468,VYNOVA BELGIUM,Belgium,4(a)(vi),51.05785,5.0958,157000.0,2024,spatial_nearest,0.039,https://data.ied_registry.omgeving.vlaanderen.be/id/productioninstallationpart/BE.VL.LCP000070,https://data.ied_registry.omgeving.vlaanderen.be/id/productioninstallationpart/BE.VL.LCP000070.PART,Tessenderlo,1,1.0,51.0577,5.0953,465.62,,,,,,,,465.62,465.62
ES.CAED/001530000.FACILITY,ES.CAED/001530000,SEAT,Spain,2(f),41.497077,1.90352,108000.0,2019,id_direct,0.0,ES.CAED/001530000,ES.CAED/001530000.PART,Martorell,1,1.0,41.497077,1.90352,,,,,,,,,,
ES.CAED/003408000.FACILITY,ES.CAED/003408000,"FÁBRICA DE MENGÍBAR (SMURFIT KAPPA ESPAÑA, S.A.)",Spain,6(b),37.978635,-3.799581,121000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
FR.EEA/065.07039.FACILITY,FR.EEA/065.07039,Centrale de Cogénération de Renault Flins,France,1(c),48.96,1.84,100000.0,2008,no_match,,,,,0,,,,,,,,,,,,,
UK.CAED/EW_EA-17008.FACILITY,UK.CAED/EW_EA-17008,Eye Power Station EPR/BP3635LA,United Kingdom,5(b),52.335662,1.128652,148000.0,2019,no_match,,,,,0,,,,,,,,,,,,,
FR.CAED/5097.FACILITY,FR.CAED/5097,LAFARGE CIMENTS,France,3(c)(i),44.52186,4.68728,591000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
FR.CAED/7578.FACILITY,FR.CAED/7578,ARKEMA FRANCE,France,5(a),44.08322,6.00061,111000.0,2007,no_match,,,,,0,,,,,,,,,,,,,
AT.CAED/9008390933787.FACILITY,AT.CAED/9008390933787,WIEN ENERGIE GmbH,Austria,5(b),48.233917,16.359917,244000.0,2024,spatial_nearest,0.0,AT.CAED/9008391614999,AT.CAED/9008391614999.PART,"Wien,Alsergrund",1,1.0,48.233917,16.359917,59.0364,,,,,,,,59.0364,59.0364
RO.CAED/103BB0001.FACILITY,RO.CAED/103BB0001,SC ELECTROCENTRALE BUCURESTI SA - Cet Bucuresti Vest,Romania,1(c),44.423271,25.979132,376000.0,2024,spatial_nearest,0.0,RO.CAED/103BB0111; RO.CAED/103BB0411; RO.CAED/103BB0511; RO.CAED/103BB0611; RO.EEA/RO0012; RO.EEA/RO0013; RO.EEA/RO0014; RO.EEA/RO0015; RO.EEA/RO0016,RO.CAED/103BB0111.PART,BUCURESTI,9,9.0,44.42345594444444,25.978677666666666,6782.611,,,,,,,,6782.611,6782.611
PT.CAED/PT.APA05764642.CI,PT.CAED/PT.APA05764642.CI,CTRSU - Central de Tratamento de Resíduos Sólidos Urbanos (CI),Portugal,5(b),38.827578,-9.082436,551000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
UK.CAED/BEISOffsh-ETAP-CPF.FACILITY,UK.CAED/BEISOffsh-ETAP-CPF,Marnock ETAP,United Kingdom,1(c),57.29446,1.66147,280000.0,2019,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.sl.inspire.pf/0075674-G,https://registry.gdi-de.org/id/de.sl.inspire.pf/0075674-G,AVA Velsen ,Germany,5(b),49.21428,6.83473,110932.27,2024,no_match,,,,,0,,,,,,,,,,,,,
SE.CAED/10017066.Facility,SE.CAED/10017066.Facility,Karlshamnsverket,Sweden,1(c),56.15316,14.83397,171000.0,2022,spatial_nearest,0.015,SE.CAED/10000058.Part; SE.CAED/10000063.Part,SE.CAED/10000058.Part,KARLSHAMN,2,2.0,56.153845000000004,14.832944999999999,,,,,709.9499999999999,,,3.6,709.9499999999999,713.55
UK.SEPA/200000142.Facility,UK.SEPA/200000142.Facility,Peterhead Power Station,United Kingdom,1(c),57.4779,-1.78838,1580000.0,2019,spatial_nearest,0.0,UK.SEPA/400000142-LCP164.Part,UK.SEPA/400000142-LCP164.Part,Peterhead,1,1.0,57.4779,-1.78838,27400.0,,,,,,,,27400.0,27400.0
SK.EEA/37063404.FACILITY,SK.EEA/37063404,Priemyselný park Štúrovo a.s. - Kotolňa na výrobu tepla a pary,Slovakia,6(b),47.781241,18.694229,224000.0,2009,no_match,,,,,0,,,,,,,,,,,,,
NO.EEA/0000.0062.01.FACILITY,NO.EEA/0000.0062.01,Oseberg Øst,Norway,3(a),60.699955,2.933486,103000.0,2017,no_match,,,,,0,,,,,,,,,,,,,
PL.MŚ/000000694.FACILITY,PL.MŚ/000000694,Elektrownia Konin,Poland,1(c),52.2851676940918,18.2686882019043,544000.0,2019,spatial_nearest,0.067,PL.MŚ/000000269; PL.MŚ/000000270,PL.MŚ/000000269.PART,Konin,2,2.0,52.28445,18.269599999999997,,,,,10.7,,,8601.8,10.7,8612.5
BE.EEA/W030.FACILITY,BE.EEA/W030,SAINT-GOBAIN GLASS sa,Belgium,3(e),50.4499,4.6163,131000.0,2012,no_match,,,,,0,,,,,,,,,,,,,
IT.CAED/261002002.FACILITY,IT.CAED/261002002,Acciaieria Arvedi S.p.A.,Italy,2(b),45.1494,9.9469,401890.0,2024,no_match,,,,,0,,,,,,,,,,,,,
UK.CAED/P0120_06A.FACILITY,UK.CAED/P0120_06A,EP Kilroot  Ltd,United Kingdom,1(c),54.7258,-5.7661,1010000.0,2019,spatial_nearest,0.059,UK.CAED/UK0005; UK.CAED/UK0006,UK.CAED/UK0005.PART,Carrickfergus,2,2.0,54.7254,-5.7655,,10593.27,,,380.22400000000005,,,,10973.494,10973.494
RO.CAED/107PH0001.FACILITY,RO.CAED/107PH0001,SC VEOLIA ENERGIE  PRAHOVA SRL,Romania,1(c),44.882674,26.009166,203000.0,2024,spatial_nearest,0.06,RO.CAED/107PH0111; RO.CAED/107PH0211; RO.CAED/107PH0311,RO.CAED/107PH0111.PART,BRAZI,3,3.0,44.882232666666674,26.009099666666668,3054.8830000000003,,,,,,,,3054.8830000000003,3054.8830000000003
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000514.FACILITY,https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000514,TESSENDERLO GROUP HAM,Belgium,4(c),51.08563,5.1513,102000.0,2018,no_match,,,,,0,,,,,,,,,,,,,
ES.CAED/001984000.FACILITY,ES.CAED/001984000,CENTRAL TÉRMICA DE CANDELARIA,Spain,1(c),28.381697,-16.357656,289000.0,2019,spatial_nearest,0.0,ES.CAED/001984001; ES.CAED/001984002; ES.CAED/001984003; ES.EEA/ES0068,ES.CAED/001984001.PART,CANDELARIA,4,4.0,28.381697,-16.357656,,,,,668.69,,,,668.69,668.69
IT.CAED/960101001.FACILITY,IT.CAED/960101001,ERG Power Impianti Nord,Italy,1(c),37.1791,15.1825,842020.0,2024,id_direct,0.0,IT.CAED/960101001; IT.CAED/960101005; IT.CAED/960101008; IT.CAED/960101009; IT.CAED/960101010,IT.CAED/960101001.PART,PRIOLO GARGALLO,5,5.0,37.1791132,15.1825,14732.740279000001,,,,,,1237.26152,,14732.740279000001,15970.001799000001
GB.EEA/EW_EA-668.FACILITY,GB.EEA/EW_EA-668,"Centrica Barry Ltd, Barry Power Station",United Kingdom,1(c),51.4073,-3.22777,230000.0,2010,spatial_nearest,0.28,UK.CAED/NRW170002,UK.CAED/NRW170002.PART,Penarth,1,1.0,51.40892,-3.23086,5.9,,,,,,,,5.9,5.9
DK.EEA/6458.FACILITY,DK.EEA/6458,"I/S VESTFORBRÆNDING, GLOSTRUP",Denmark,5(b),55.7066139939913,12.4216820860102,194000.0,2016,spatial_nearest,0.036,DK.CAED/900000048,DK.CAED/900000048.PART,Glostrup,1,1.0,55.70647991464495,12.422202199369336,75.7,,,,0.528,,,,76.22800000000001,76.22800000000001
IT.EEA/2007001729.FACILITY,IT.EEA/2007001729,ERG Nuove Centrali Impianti Sud,Italy,1(b),37.129167,15.201944,394000.0,2007,spatial_nearest,0.029,IT.CAED/960101002; IT.CAED/960101011; IT.CAED/960101012; IT.CAED/960101013; IT.CAED/960101014; IT.CAED/960101015,IT.CAED/960101002.PART,PRIOLO GARGALLO,6,6.0,37.129,15.202350000000001,6484.772371,,,,2399.8812629999998,,14586.464058000001,,8884.653634,23471.117692
FR.CAED/5978.FACILITY,FR.CAED/5978,CARRIERES & FOURS A CHAUX DE DUGNY,France,3(c)(iii),49.1132,5.38547,347000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23022811,https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23022811,Stadtwerke Frankfurt (Oder) GmbH ,Germany,1(c),52.31822,14.53152,121000.0,2024,spatial_nearest,0.0,DE.EEA/DE0182; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23022811_1912_0gen; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23022811_1912_280; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23022811_1912_281; https://registry.gdi-de.org/id/de.bb.inspire.pf.eureg/23022811_1912_45398062,DE.EEA/DE0182.PART,Frankfurt (Oder),5,5.0,52.318256930000004,14.531432846000001,4058.6499999999996,,1820.96,,,,,,5879.61,5879.61
PL.MŚ/000000510.FACILITY,PL.MŚ/000000510,Lhoist Bukowa Sp.zo.o.,Poland,3(c),50.857967376709,20.2093276977539,233000.0,2024,no_match,,,,,0,,,,,,,,,,,,,
UK.CAED/EW_EA-595.FACILITY,UK.CAED/EW_EA-595,Winnington Sodium Carbonate Manufacturing Site EPR/SP3630BE,United Kingdom,4(b),53.269001,-2.5322402,127000.0,2013,no_match,,,,,0,,,,,,,,,,,,,
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000194.FACILITY,https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000194,ZANDVLIET POWER - TERREIN BASF,Belgium,1(c),51.36912,4.2669,252000.0,2024,spatial_nearest,0.029,https://data.ied_registry.omgeving.vlaanderen.be/id/productioninstallationpart/BE.VL.LCP000006; https://data.ied_registry.omgeving.vlaanderen.be/id/productioninstallationpart/BE.VL.LCP000007; https://data.ied_registry.omgeving.vlaanderen.be/id/productioninstallationpart/BE.VL.LCP000071,https://data.ied_registry.omgeving.vlaanderen.be/id/productioninstallationpart/BE.VL.LCP000006.PART,Antwerpen,3,3.0,51.368876666666665,4.267833333333333,9382.85774,,,,,,,,9382.85774,9382.85774
IT.CAED/080202003.FACILITY,IT.CAED/080202003,Stabilimento Ottana Energia s.p.a.,Italy,1(c),40.25,9.033333,139000.0,2015,id_direct,0.0,IT.CAED/080202003; IT.CAED/080202006,IT.CAED/080202003.PART,OTTANA,2,2.0,40.25,9.03333333333333,,,,,,,,,,
https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000590.FACILITY,https://data.ied_registry.omgeving.vlaanderen.be/id/productionfacility/BE.VL.000000590,ALCO BIO FUEL,Belgium,4(a)(ii),51.14163,3.79426,197000.0,2024,spatial_nearest,0.129,https://data.ied_registry.omgeving.vlaanderen.be/id/productioninstallationpart/BE.VL.LCP000002; https://data.ied_registry.omgeving.vlaanderen.be/id/productioninstallationpart/BE.VL.LCP000003,https://data.ied_registry.omgeving.vlaanderen.be/id/productioninstallationpart/BE.VL.LCP000002.PART,Gent,2,2.0,51.142804999999996,3.794735,1914.4270000000001,,,,,,,,1914.4270000000001,1914.4270000000001
https://registry.gdi-de.org/id/de.rp.inspire.pf.bube-eureg/5000656,https://registry.gdi-de.org/id/de.rp.inspire.pf.bube-eureg/5000656,Papierfabrik Palm GmbH & Co. KG,Germany,6(b),49.06958,8.3038,134000.0,2007,spatial_nearest,0.0,https://registry.gdi-de.org/id/de.rp.inspire.pf.bube-eureg/5001005_7224_0G; https://registry.gdi-de.org/id/de.rp.inspire.pf.bube-eureg/5001005_7226_0G,https://registry.gdi-de.org/id/de.rp.inspire.pf.bube-eureg/5001005_7224_0G,Wörth am Rhein,2,2.0,49.06958,8.3038,1955.877,,,,,,,,1955.877,1955.877
PL.MŚ/000000973.FACILITY,PL.MŚ/000000973,HOMANIT KROSNO ODRZAŃSKIE Sp. z o.o.,Poland,6(b),52.0219345092773,15.0831890106201,117000.0,2024,spatial_nearest,0.26,PL.MŚ/000000294,PL.MŚ/000000294.PART,Krosno Odrzańskie,1,1.0,52.0212,15.0868,,93.6,,,,,,31.4,93.6,125.0
UK.CAED/EW_EA-16783.FACILITY,UK.CAED/EW_EA-16783,Integra South East Energy Recovery Facility,United Kingdom,5(b),50.82181,-1.0544553,190000.0,2019,no_match,,,,,0,,,,,,,,,,,,,
IT.EEA/2007000625.FACILITY,IT.EEA/2007000625,Pilkington Italia S.p.A,Italy,3(e),42.066666,14.733333,110000.0,2017,no_match,,,,,0,,,,,,,,,,,,,
PL.MŚ/000000382.FACILITY,PL.MŚ/000000382,Koksownia Częstochowa Nowa Sp. z o.o.,Poland,1(d),50.7967224121094,19.1877212524414,154000.0,2024,spatial_nearest,0.361,PL.MŚ/000000147,PL.MŚ/000000147.PART,Częstochowa,1,1.0,50.7953,19.1831,,,,,,,,,,
PT.CAED/PT.APA05762442.CI,PT.CAED/PT.APA05762442.CI,"Unidade da Valorlis (Aterro, TMB e Triagem) (CI)",Portugal,5(d),39.73916,-8.881576,109000.0,2010,no_match,,,,,0,,,,,,,,,,,,,
https://registry.gdi-de.org/id/de.mv.land.inspire.pf.bube/50000071,https://registry.gdi-de.org/id/de.mv.land.inspire.pf.bube/50000071,Heizkraftwerk GuD ,Germany,1(c),53.56157,13.29594,109000.0,2023,spatial_nearest,0.004,https://registry.gdi-de.org/id/de.mv.land.inspire.pf.bube/50000071_76_0j,https://registry.gdi-de.org/id/de.mv.land.inspire.pf.bube/50000071_76_0j,Neubrandenburg,1,1.0,53.56157,13.29588,2111.965,,,,0.034,,,,2111.9990000000003,2111.9990000000003
